iteration,19,ST0,0.5,46,ST0,0.5,45
iteration,20,ST0,0.5,3,ST0,0.5,3
iteration,21,ST0,0.5,3,ST0,0.5,2
iteration,22,ST0,0.5,329,ST0,0.5,329
iteration,29,ST0,0.5,472,ST0,0.5,472
iteration,31,ST0,0.5,117,ST0,0.5,116
iteration,32,ST0,0.5,7,ST0,0.5,7
iteration,33,ST0,0.5,62,ST0,0.5,61
iteration,35,ST0,0.5,3,ST0,0.5,2
iteration,36,ST0,0.5,87,ST0,0.5,86
iteration,37,ST0,0.5,34,ST0,0.5,33
iteration,38,ST0,0.5,21,ST0,0.5,21
iteration,40,ST0,0.5,110,ST0,0.5,110
iteration,43,ST0,0.5,4,ST0,0.5,4
iteration,44,ST0,0.5,334,ST0,0.5,334
iteration,45,ST0,0.5,7,ST0,0.5,6
iteration,46,ST0,0.5,51,ST0,0.5,50
iteration,47,ST0,0.5,264,ST0,0.5,264
iteration,48,ST0,0.5,352,ST0,0.5,351
iteration,49,ST0,0.5,7,ST1,0.5,7,ST2,0.5,7,ST3,0.5,6
iteration,53,ST0,0.1,88,ST1,0.1,88,ST2,0.1,88,ST3,0.1,88
iteration,54,ST0,0.1,7,ST1,1,7,ST2,2,6,ST3,3,6
iteration,55,ST0,0.1,9,ST1,0.3,9,ST2,0.7,9,ST3,1,8
iteration,56,ST0,0.1,121,ST1,0.3,121,ST2,0.5,121,ST3,0.7,120
iteration,57,ST0,0.1,99,ST1,0.3,99,ST2,0.5,99,ST3,0.7,98
iteration,58,ST0,0.02,113,ST1,0.02,113,ST2,0.02,113,ST3,0.02,113
iteration,59,ST0,0.02,192,ST1,0.02,191,ST2,0.02,191,ST3,0.02,191
iteration,60,ST0,0.02,501,ST1,0.02,501,ST2,0.02,500,ST3,0.02,500
iteration,61,ST0,0.02,156,ST1,0.02,156,ST2,0.02,155,ST3,0.02,155
iteration,63,ST0,0.02,112,ST1,0.02,111,ST2,0.02,111,ST3,0.02,111
iteration,65,ST0,0.02,43,ST1,0.02,43,ST2,0.02,43,ST3,0.02,43
iteration,66,ST0,0.02,67,ST1,0.02,66,ST2,0.02,66,ST3,0.02,66
iteration,67,ST0,1,36,ST1,1,0,ST2,1,0,ST3,1,0
iteration,68,ST0,1,1238,ST1,1,124,ST2,1,877,ST3,1,42
iteration,69,ST0,0.3,23,ST1,0.7,6,ST2,0.3,2,ST3,0.7,82
iteration,70,ST0,0.3,93,ST1,0.7,38,ST2,0.3,20,ST3,0.7,38
iteration,71,ST0,0.3,75,ST1,0.7,112,ST2,0.3,87,ST3,0.7,649
iteration,81,ST0,0.02,216,ST1,0.7,5,ST2,0.02,4,ST3,0.7,9
iteration,82,ST0,0.02,179,ST1,0.7,89,ST2,0.02,35,ST3,0.7,841
iteration,83,ST0,0.02,0,ST1,0.7,0,ST2,0.02,0,ST3,0.7,0
iteration,87,ST0,0.02,214,ST1,0.7,271,ST2,0.02,89,ST3,0.7,317
iteration,89,ST0,0.02,0,ST1,0.9,0,ST2,0.02,0,ST3,0.9,0
iteration,90,ST0,0.02,0,ST1,0.9,0,ST2,0.02,0,ST3,0.9,0
iteration,91,ST0,0.3,0,ST1,0.9,0,ST2,0.3,0,ST3,0.9,0
iteration,92,ST0,0.3,0,ST1,0.9,0,ST2,0.3,0,ST3,0.9,0
iteration,93,ST0,0.1,0,ST1,0.9,0,ST2,0.1,0,ST3,0.9,0
iteration,94,ST0,0.2,0,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,95,ST0,0.2,22,ST1,0.8,23,ST2,0.2,170,ST3,0.8,15
iteration,103,ST0,0.2,0,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,105,ST0,0.2,124,ST1,0.8,1035,ST2,0.2,995,ST3,0.8,258
iteration,124,ST0,0.2,808,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,125,ST0,0.2,1952,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,126,ST0,0.2,837,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,127,ST0,0.2,4838,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,128,ST0,0.2,254,ST1,0.8,0,ST2,0.2,0,ST3,0.8,0
iteration,138,ST0,0.2,16,ST1,0.8,1,ST2,0.2,309,ST3,0.8,0
iteration,140,ST0,0.2,21,ST1,0.8,11,ST2,0.2,2,ST3,0.8,39
iteration,141,ST0,0.2,17,ST1,0.8,6,ST2,0.2,2,ST3,0.8,5
iteration,142,ST0,0.2,17,ST1,0.8,6,ST2,0.2,2,ST3,0.8,32
iteration,143,ST0,0.1,27,ST1,0.8,26,ST2,0.1,1,ST3,0.8,5
iteration,144,ST0,0.1,40,ST1,0.5,16,ST2,0.1,25,ST3,0.5,120
